placeId,name,address,latitude,longitude
ChIJY6_or1bMj4ARWeiI63N0O7I,782 Knotts Pl,"782 Knotts Pl, San Jose, CA 95133, USA",37.3709493,-121.8626191
ChIJ6w0raGzHj4ARBTtOAZhSZco,Shang Cafe Fremont,"43749 Boscell Rd, Fremont, CA 94538, USA",37.5001412,-121.9738431
ChIJdX96niC1j4ARAPhEL95pgDc,Wei's Fish,"10520 S De Anza Blvd, Cupertino, CA 95014, USA",37.315574999999995,-122.03190199999997
ChIJWzjAWoi1j4ARiRFnjdpgt3M,JX Cuisine,"3581 Homestead Rd, Santa Clara, CA 95051, USA",37.3384564,-121.9950091
ChIJ6UrzxYVL3YAR8qlxk-666jw,Jang Su Jang,"2814 Sepulveda Blvd unit a, Torrance, CA 90505, USA",33.8229341,-118.3354459
ChIJ8Qt3_4rJj4AR_I_HWkzFGT0,Sifu Wong Kitchen,"1219 Wildwood Ave, Sunnyvale, CA 94089, USA",37.3909497,-121.9921677
ChIJg0tZUwzKj4ARj6NIP_8ADis,Restaurant Chungdam,"3180 El Camino Real, Santa Clara, CA 95051, USA",37.3520329,-121.98436929999998
ChIJscMWBXBZwokReus3thhfbIY,Falafel Station - New York,"316 W 39th St, New York, NY 10018, USA",40.755522899999995,-73.992228
ChIJSZLeeo1ZwokR8cNwimMuHDE,Mikiya Wagyu Shabu House | Manhattan,"954 2nd Ave, New York, NY 10022, USA",40.755089,-73.9679693
ChIJy-wP10K3j4ARTldtpX_LF-M,whaT's More cake,"500 Lawrence Expy ste g, Sunnyvale, CA 94085, USA",37.3817313,-121.9953398
ChIJC89ba1Vk3IAR76YZVUjy_gw,INDO Restaurant & Lounge,"3295 El Camino Real, Palo Alto, CA 94306, USA",37.4209587,-122.1369645
ChIJxTj7rDK3j4AR5T224rsp1ZI,Xiaoman Riceburrito,"573 E El Camino Real, Sunnyvale, CA 94087, USA",37.3633271,-122.02594039999998
ChIJ8fYYwhFgwokRZIVuRnR5MIc,Lanzhou Handmade Noodle,"Food Court, 133-35 Roosevelt Ave #22, Flushing, NY 11354, USA",40.758684099999996,-73.83317360000001
ChIJ09aek75ZwokR2byqrSom2S8,PRIYA'S INDIAN KITCHEN,"722 10th Ave, New York, NY 10019, USA",40.7642939,-73.99187739999999
ChIJaRyA1GKzj4ARrxehTNbkYUI,Stevens Creek County Park,"11401 Stevens Canyon Rd, Cupertino, CA 95014, USA",37.3053619,-122.07387670000001
ChIJC-fEBTT3wokRPTuojGfHZCI,곰탕집 GomTangJip,"8 Henry Ave, Palisades Park, NJ 07650, USA",40.846198799999996,-73.9996687
